"subject","study","term","pool","mode","condition","pretty_condition","block","explicit","impasse","grid","mark","ixn","gwidth","gheight","graph","time_elapsed_m","question","relation","q","correct","answer","rt_s"
"ZG3VV","SGC4B","winter22","sona","asynch","1112","arrow","item_scaffold","1","1","1","2","",600,600,"triangular",2.19806666666667,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",33.061
"ZG3VV","SGC4B","winter22","sona","asynch","1112","arrow","item_scaffold","1","1","1","2","",600,600,"triangular",2.36866666666667,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",10.151
"ZG3VV","SGC4B","winter22","sona","asynch","1112","arrow","item_scaffold","1","1","1","2","",600,600,"triangular",2.63213333333333,"Which shift(s) begin when C ends?","meets","3","FALSE","Z",15.52
"ZG3VV","SGC4B","winter22","sona","asynch","1112","arrow","item_scaffold","1","1","1","2","",600,600,"triangular",5.05751666666667,"Which shift(s) end at 4 pm?","endtime","4","FALSE","U",145.441
"ZG3VV","SGC4B","winter22","sona","asynch","1112","arrow","item_scaffold","1","1","1","2","",600,600,"triangular",8.00923333333333,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE","I,U",176.86
"ZG3VV","SGC4B","winter22","sona","asynch","1112","arrow","item_nondiscriminant","1","1","1","2","",600,600,"triangular",8.56316666666667,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",15.2
"ZG3VV","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",9.188,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","B,F",37.408
"ZG3VV","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",10.4965166666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","E",78.429
"ZG3VV","SGC4B","winter22","sona","asynch","1112","arrow","item_nondiscriminant","1","1","1","2","",600,600,"triangular",11.04555,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",32.699
"ZG3VV","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",13.1791833333333,"Which shift(s) end at the same time as F?","ends","10","FALSE","F,X",127.808
"ZG3VV","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",13.3121,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",7.709
"ZG3VV","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",13.5178833333333,"Which shift(s) start at the same time as F?","starts","12","FALSE","B,F",12.265
"ZG3VV","SGC4B","winter22","sona","asynch","1112","arrow","item_nondiscriminant","1","1","1","2","",600,600,"triangular",13.8605166666667,"Which 2 shifts end when Z begins?","meets","13","FALSE","F,X",20.477
"ZG3VV","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",17.1987666666667,"Which shift(s) end at 3pm?","endtime","14","FALSE","B",200.183
"ZG3VV","SGC4B","winter22","sona","asynch","1112","arrow","item_test","1","1","1","2","",600,600,"triangular",18.80985,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","E,F",96.042
"ZSAAY","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",0.91605,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",10.737
"ZSAAY","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",1.048,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",7.819
"ZSAAY","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",1.29205,"Which shift(s) begin when C ends?","meets","3","FALSE","O",14.547
"ZSAAY","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",1.39075,"Which shift(s) end at 4 pm?","endtime","4","FALSE","E",5.829
"ZSAAY","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",1.58341666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE","O",11.468
"ZSAAY","SGC4B","winter22","sona","asynch","1113","cross","item_nondiscriminant","1","1","1","3","",600,600,"triangular",1.82655,"Which shift(s) are six hours long?","duration","6","TRUE","E,G",9.608
"ZSAAY","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",2.18471666666667,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE","F,Z",21.399
"ZSAAY","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",2.96821666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE","E",46.921
"ZSAAY","SGC4B","winter22","sona","asynch","1113","cross","item_nondiscriminant","1","1","1","3","",600,600,"triangular",3.18763333333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE","I",13.066
"ZSAAY","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",3.34443333333333,"Which shift(s) end at the same time as F?","ends","10","FALSE","B",9.315
"ZSAAY","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",3.4883,"Which shift(s) start at 12pm?","starttime","11","FALSE","B,F",8.542
"ZSAAY","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",3.68021666666667,"Which shift(s) start at the same time as F?","starts","12","FALSE","B",11.423
"ZSAAY","SGC4B","winter22","sona","asynch","1113","cross","item_nondiscriminant","1","1","1","3","",600,600,"triangular",4.05463333333333,"Which 2 shifts end when Z begins?","meets","13","FALSE","L,P",22.369
"ZSAAY","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",4.14965,"Which shift(s) end at 3pm?","endtime","14","FALSE","",5.606
"ZSAAY","SGC4B","winter22","sona","asynch","1113","cross","item_test","1","1","1","3","",600,600,"triangular",4.29915,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE","X",8.84
"N4119","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",1.458,"Which shift(s) start at 11 am?","starttime","1","FALSE","A",17.946
"N4119","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",1.59293333333333,"Which shift(s) start at the same time as D?","starts","2","FALSE","E",8.009
"N4119","SGC4B","winter22","sona","asynch","1113","cross","item_scaffold","1","1","1","3","",600,600,"triangular",1.94583333333333,"Which shift(s) begin when C ends?","meets","3","FALSE","Z",21.088
